Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Name,1TT,2TT,3TT,4TT,1PE,2PE,3PE,4PE,1OR,2OR,3OR,1LG,2LG,3LG,4LG,2LE,3LE,4LE,1LA,2LA,3LA,4LA,2GE,3GE,4GE,1EU,2EU,3EU,4EU,2BE,3BE,4BE
Class,TT,TT,TT,TT,PE,PE,PE,PE,OR,OR,OR,LG,LG,LG,LG,LE,LE,LE,LA,LA,LA,LA,GE,GE,GE,EU,EU,EU,EU,BE,BE,BE
 7.81043 - 7.83043,-5.76896,2.41722,-3.3978,-0.66043,-2.88853,-1.50043,-5.08175,-0.441737,6.37374,-1.20299,-2.12198,-2.9766,5.3604,-4.19929,-1.38656,2.00543,-3.95718,33.8434,-3.63624,-4.2069,-2.23654,-1.61361,0.687128,-2.29296,-0.473788,0.789206,-5.7316,-2.38509,1.1407,-3.13287,-1.19742,-2.80278
 7.79043 - 7.81043,-5.62483,3.44574,-4.47217,0.589435,-4.44955,0.0648305,-5.96452,-0.468985,-0.279157,-1.9118,-0.0601118,-4.22015,-0.749777,-2.77633,1.70164,2.362,-3.96521,16.966,-1.97055,-3.45154,-1.35412,1.16799,-1.59889,-2.31849,-4.40474,1.23337,-5.64202,-5.3984,1.88692,-7.69501,-0.448091,-5.03194
 7.77043 - 7.79043,-4.68492,2.7621,-3.25028,0.779774,-5.01676,-2.29454,-7.50651,-0.563328,-4.89256,-1.86016,-1.12364,-3.32859,-0.244108,-5.54562,3.37749,1.72984,-6.21943,-7.09907,-3.96839,-3.21434,-3.57764,-2.378,0.567904,-3.63482,-0.781672,2.0398,-6.36285,-9.061,0.721269,-5.80341,1.6104,-4.05741
 7.75043 - 7.77043,-5.17032,-2.07911,-4.99411,-1.02078,-3.29598,-1.64381,-5.81617,-4.48944,-6.61769,-1.68414,-3.34191,-1.11536,-1.10402,-5.41026,0.40374,1.39022,-2.06558,-23.0054,-3.17577,-5.60436,-3.47429,-2.84905,0.720616,-3.27989,-2.27214,0.0309564,-5.56104,-5.80994,-0.636176,-5.92121,0.372208,-6.4658
 7.73043 - 7.75043,-5.72544,-0.369917,-3.76446,-0.00780117,-2.70033,-1.17221,-5.15592,-3.34145,-3.6229,-3.26222,-4.92041,-4.09636,-3.83696,-6.2936,-1.4487,-1.90457,-5.08749,-31.9357,-2.75634,-5.38236,5.05796,-2.67958,-2.72062,-3.38309,-2.34701,-0.649434,-2.59465,-0.946943,0.814762,-7.31368,0.1804,-3.68137
 7.71043 - 7.73043,-5.57692,-1.23266,-3.14487,-1.40301,-2.47225,-0.549882,-4.83285,-2.93158,-1.98597,-3.18185,-7.05554,-1.91673,-1.8933,-2.36056,-1.15126,-0.0752861,-4.26,-29.2598,-1.95932,-3.01013,-0.418654,-3.84723,1.72856,-3.32123,-2.61078,-0.202418,1.38913,-1.36083,-1.40399,-0.589838,0.415242,0.102985
 7.69043 - 7.71043,-5.73759,-0.590991,-3.12726,-1.43528,-2.08934,-2.51194,-5.20462,-1.76855,-4.45837,-3.77846,-8.04602,-1.71281,-3.49116,-2.92892,-0.739583,0.438379,-6.97269,-13.9297,-3.70015,-4.43779,7.07127,-1.39094,2.75323,-3.29535,-3.21437,0.258056,1.30497,-3.33823,0.273603,-3.50113,-1.23972,-2.29966
 7.67043 - 7.69043,-5.33423,-0.784379,-6.00641,-2.78252,-1.84731,-1.76547,-3.96463,-3.40914,-4.21161,-2.28912,-4.98009,-5.13929,-3.33616,-0.930398,-0.77865,-0.755057,-4.54283,2.82579,-2.80731,-2.77353,-4.01271,-5.03297,1.28601,-2.84624,2.41763,0.266565,-2.58881,-0.864351,-0.0750276,-5.61091,-0.811003,-2.24976
 7.65043 - 7.67043,-4.51451,-0.981503,-3.93544,-1.46467,-1.7704,-1.99028,-4.80536,-3.63615,-5.46206,-2.37643,-4.20738,-2.59386,-3.64897,-4.65274,0.649131,0.216836,-3.64238,19.5249,-3.78266,-3.15321,-2.39893,-4.24419,1.74223,-2.14867,5.97399,0.236406,-3.92899,-0.852185,0.667507,-3.60465,0.100424,-3.62987
 7.63043 - 7.65043,-6.53501,-1.57559,-4.80564,-2.48446,-1.47129,-2.07824,-6.59753,-4.3725,-2.40739,-5.17635,-3.9388,-0.0207426,-1.72435,-3.81946,-1.851,-1.23687,-5.75822,28.9372,-4.03098,-3.15154,-5.07566,-6.12093,6.38743,-3.1361,1.73803,0.366835,-4.78215,-2.88399,-0.397613,-4.72143,-1.46924,-4.7986
 7.61043 - 7.63043,-3.9597,0.742297,-3.41906,-1.24429,-1.7893,-1.05386,-4.85485,-3.36521,-1.9337,-2.44927,-5.40072,-1.36752,-2.27676,-4.3412,-1.81487,1.6202,-0.75745,25.2146,-4.03001,-3.09386,-6.12394,-4.25404,15.6538,-3.58436,-4.42527,-0.410803,-4.06578,-1.74303,-0.937667,3.89123,0.513556,-2.24181
 7.59043 - 7.61043,-3.62003,-1.16219,-4.23874,-3.86497,-2.00447,-0.864956,-5.6647,-2.97722,-2.31274,-1.83362,-7.00033,-2.37327,-1.67593,-5.01832,-3.08449,0.260321,-4.73467,18.4466,-4.79941,-2.63434,-4.68627,-3.98543,16.6736,-2.65044,-9.56547,0.097974,-3.94894,-1.35838,1.02683,-3.19503,-0.535324,-2.29922
 7.57043 - 7.59043,-3.84346,-1.31849,-6.12275,-1.2557,-1.1537,-2.87191,-4.11311,-2.5319,-0.539339,-0.0626081,-3.93971,-1.70401,-1.96525,-5.98954,-2.36644,0.912587,-0.395123,-5.59345,-4.96493,-2.52267,-4.87688,-3.18337,13.1864,-2.91608,1.40303,-0.0332628,-2.28202,-2.91715,1.87479,-0.218277,0.44247,-1.88831
 7.55043 - 7.57043,-6.24804,-0.294675,-4.54707,-3.17092,-2.7642,-1.07183,-2.00987,1.26262,2.83003,-4.22914,-2.67737,-1.90985,-3.16143,-5.04662,-0.335388,1.87127,-2.95013,-32,-4.55385,-1.75044,-3.17148,-2.74703,29.7907,-2.70269,-2.16684,0.0564886,-3.19555,0.169443,-1.0438,-6.68755,0.315517,-2.0329
 7.53043 - 7.55043,-3.77614,0.00305719,-5.04239,-1.14111,-1.56797,-1.66775,-3.75097,-0.435793,-0.437189,-0.998202,-3.6289,-3.53559,-2.72288,-2.95482,-1.23651,-0.0171533,-4.55321,-40.2803,-4.46754,-0.967186,3.99436,-3.32821,66.0586,-3.78568,-11.9127,0.12945,-0.999406,0.139318,-1.05899,-6.73838,-0.209525,-1.95967
 7.51043 - 7.53043,-5.87535,-0.474863,-7.44473,-2.53868,-3.31511,1.05258,-3.77761,-0.768484,-4.53581,-7.96326,-4.8069,-3.88326,-2.96004,-4.09589,-1.14551,-1.59761,-3.29764,-35.2952,-1.83815,-1.79491,0.19079,-2.72768,54.7887,-3.97704,-11.2365,0.472264,-0.932922,-0.449634,0.521793,-5.12995,0.218303,0.597185
 7.49043 - 7.51043,-1.63234,0.316929,-5.74605,-2.08951,-4.13685,-1.16785,-3.30038,-0.358447,0.326468,-6.6115,-8.42053,-2.77893,-1.83192,-6.18521,-1.33968,-3.25727,-3.561,-8.50036,-4.12231,-2.41473,8.40686,-0.29034,4.409,-4.36754,-6.21623,-0.117869,-0.969428,-2.60488,-0.150516,-3.59154,-0.714003,3.20037
 7.47043 - 7.49043,-4.63105,-0.797838,-6.12629,-2.67654,-3.90358,-2.46748,-2.12112,-2.11919,-1.30055,-7.9177,-5.62097,-4.62749,-0.911329,-4.48093,-0.191541,-2.37557,-7.02138,22.215,-2.47515,-1.573,7.30174,-0.913457,15.1261,-4.73817,-6.21673,-0.126077,-4.11208,-3.02672,-2.10269,-9.00036,0.321532,-1.87645
 7.45043 - 7.47043,-4.97659,1.94654,-4.64392,-4.00824,-4.97741,-1.61719,-2.23887,3.96557,-3.90035,-6.62649,-3.4664,-3.15964,1.1489,-3.87794,1.80786,-0.847751,-2.78819,31.7679,-1.28353,-2.42792,-2.24371,-2.32542,130.876,-5.49493,-7.22218,-0.427172,-4.37513,-2.19595,0.433135,-6.58485,-0.159921,-7.96441
 7.43043 - 7.45043,-0.383937,0.104076,-5.74136,0.0454391,-3.7966,-2.53823,-1.39213,6.40398,-3.43749,0.0990429,-1.12026,-3.97397,4.77034,-3.19307,-1.61247,-0.207094,-2.92491,32.3126,-4.08927,-4.61694,-4.89152,-3.65996,253.919,-7.80673,-6.20103,-0.2463,-2.13343,-4.94097,-0.964528,-8.62628,0.831863,1.16755
 7.41043 - 7.43043,-1.31745,1.13167,-2.86059,-4.40136,-4.09627,-0.969266,-1.51009,2.92789,4.66047,4.97478,-2.98404,-4.65915,1.87941,-2.66955,-1.16857,2.31286,-0.58917,22.1536,-5.23685,-6.03826,-5.11182,-2.42427,176.81,-9.38307,-5.88038,-0.0633498,-0.572743,-5.86234,-1.22626,-2.39281,1.29479,-0.379405
 7.39043 - 7.41043,-1.87277,3.56856,-2.49416,-1.23073,-3.44475,-1.6244,-0.0311592,4.50583,0.83093,-0.340514,-6.01505,-3.65654,-1.34012,-1.55967,-0.239365,3.59043,-0.944012,3.53022,-2.90166,-5.08478,2.41642,1.43829,150.256,-12.2743,-6.30892,0.928094,0.876739,-3.62031,1.6842,-6.23577,4.63155,-2.27663
 7.37043 - 7.39043,11.7048,4.05402,1.09831,4.64285,-1.46906,-1.13181,4.71253,7.41094,-7.98472,-0.802104,-5.73802,-4.10995,0.376364,3.47256,0.397079,1.4984,1.56569,-24.5883,1.27968,-2.75373,6.59756,1.39055,157.67,-10.8169,-4.02616,2.5723,3.8515,-0.52867,5.1947,-4.49723,12.6323,-0.953836
 7.35043 - 7.37043,23.2895,6.0299,2.10648,7.70227,-1.13017,3.30711,9.99628,11.8806,13.2486,3.16283,-13.4584,-0.332433,-0.535158,-0.55176,-0.589226,2.58807,7.09772,-43.083,5.30199,-0.333254,13.3963,6.30392,116.639,10.5121,-5.08654,5.08215,20.0213,6.61768,10.7966,2.57454,112.991,7.97413
 7.33043 - 7.35043,26.2224,7.46687,0.866851,6.70677,-1.09874,3.9417,162.619,12.7881,3.73115,0.604381,4.38221,0.785959,2.36996,147.035,2.83854,1.30462,6.83674,-45.3229,-0.311036,-2.0944,13.3228,6.13056,77.4561,95.1128,-6.98481,3.49059,25.6403,17.3067,11.9102,1.26552,336.52,29.819
 7.31043 - 7.33043,11.1123,4.83296,-0.126429,0.409252,-2.6842,0.41174,15.2158,100.632,3.78529,-0.629104,-1.41121,0.388383,2.24641,39.2666,32.4265,-3.3493,-2.60234,-24.8711,-0.846973,-1.38496,149.1,16.4818,38.9558,261.573,10.9976,20.8381,0.774322,158.297,172.349,2.1508,60.0636,2.76772
 7.29043 - 7.31043,7.11318,6.01905,-0.56313,7.54437,-3.48508,3.74864,1.36973,75.4574,-7.5927,2.33609,-8.36466,3.00293,14.1557,4.50388,153.65,0.0463134,2.23208,-3.22442,0.00387107,1.2409,32.6625,161.412,21.4997,263.495,200.619,156.71,-2.90377,-0.905059,4.48082,-0.0473996,54.0339,1.68701
 7.27043 - 7.29043,18.4976,26.0497,139.253,173.989,17.7153,14.4615,-0.532856,3.87836,9.94246,-4.92525,-7.08728,172.895,166.98,3.14384,1.59207,0.677641,-0.66121,15.0896,54.5962,127.157,14.662,3.29027,21.934,330.332,34.2621,1.90854,166.211,-7.9008,-2.07864,26.5017,119.335,151.568
 7.25043 - 7.27043,195.405,158.016,34.6767,5.72729,143.981,157.217,-1.3112,1.63179,1.52705,-3.92805,172.798,7.37,-1.17011,10.99,1.12373,1.77768,-1.12518,46.3923,109.486,39.2092,6.77767,0.709122,187.999,37.1199,7.69783,0.227367,10.9555,-12.0631,-2.48796,139.704,128.554,13.0117
 7.23043 - 7.25043,157.181,0.727712,-2.11779,0.938474,3.27946,-3.26819,2.45545,-0.704196,167.828,170.442,3.43398,1.24486,-1.79576,11.2528,-0.351656,167.253,170.228,223.097,1.16988,-0.794782,-4.26798,-0.72643,35.854,236.27,51.1841,-0.112735,0.518731,-9.46996,-0.77665,-1.01886,8.28336,4.32497
 7.21043 - 7.23043,190.443,-1.21995,-3.06605,1.58965,0.309561,-3.1758,-2.28242,-1.15716,0.232953,5.436,0.713565,-2.41461,-4.41262,-0.357577,-1.03952,9.15104,7.28018,29.9989,-2.41294,-1.12778,-3.47645,-0.632936,23.0382,161.097,35.8345,-1.72514,-2.34255,-6.61165,1.71412,-3.15492,0.0842925,0.76603
 7.19043 - 7.21043,23.5713,1.05179,-7.11618,0.314324,-1.33991,-4.7705,-1.46922,-2.01582,-3.40426,-2.66293,-4.26071,-2.40275,-4.08884,11.8767,-1.39986,2.01806,1.94957,-8.67282,-1.59112,0.568552,-0.434419,1.3132,13.0373,92.1459,23.6705,-1.72776,-4.8139,-5.9021,5.01077,-1.27439,-0.695252,-0.744481
 7.17043 - 7.19043,8.67284,-0.107279,-7.14136,-0.576599,-0.0940226,-3.85056,-2.11425,-1.70397,-3.89919,-3.59722,-1.40366,-3.43494,-3.07201,4.31769,-1.43266,1.74733,-3.43486,-35.6362,-1.8937,-0.165614,-3.48175,0.119303,-5.18866,33.7854,3.40421,-1.35478,-2.69531,-4.75943,4.10119,-3.21286,0.894288,-5.63403
 7.15043 - 7.17043,16.5012,4.15786,-2.93041,3.38865,-0.106395,-1.58851,-1.39982,-0.766336,-4.76092,-2.20174,-3.52164,-2.68986,-2.06055,-1.87799,-1.97881,3.70608,-3.55821,-46.5812,1.34083,-0.812307,-4.448,1.41086,-0.00921971,12.7155,-3.63052,2.55854,2.36915,-3.56187,10.3314,-1.26012,5.55571,0.555701
 7.13043 - 7.15043,98.3339,28.6242,23.0992,40.3571,3.05779,1.57368,11.9585,1.23186,-2.75617,-4.96246,-3.66565,-2.8435,0.0577034,-3.22112,-0.820326,7.98095,-1.91759,-37.4079,10.5367,-0.470688,5.31427,6.40554,10.5723,6.16827,-1.90249,37.9573,34.8147,52.8215,68.1579,-4.91136,16.2341,2.73558
 7.11043 - 7.13043,240.162,64.6865,56.3538,85.1548,5.10849,6.50272,10.5097,5.36214,3.62524,0.387653,-2.99579,-3.19361,1.21392,-1.70865,1.15837,18.4996,-0.95838,-0.109212,33.2946,-0.204568,6.34762,12.1577,2.37743,35.1624,2.69739,96.2727,80.4867,165.602,163.642,1.61002,31.269,9.33265
 7.09043 - 7.11043,1832.65,470.769,531.85,683.502,52.286,62.8339,61.7439,58.5373,62.589,-3.5868,11.8163,-2.91968,21.4678,2.40304,4.80377,165.239,37.4125,226.232,343.908,16.7706,57.2204,112.544,19.3309,66.6108,39.5628,903.275,817.395,1789.38,1349.87,102.32,220.58,205.031
 7.07043 - 7.09043,434.704,42.5137,48.0176,66.0745,5.5746,1.53106,5.54222,2.63228,4.15282,-4.2212,-1.0691,-5.1452,-1.6636,-1.17534,4.31905,16.3655,0.76712,50.8272,33.035,-2.41803,3.76687,6.40275,-3.55922,110.863,-0.329093,86.0579,88.8221,187.073,98.4827,4.9099,18.9312,23.5532
 7.05043 - 7.07043,306.9,9.34215,12.6027,14.2635,0.555163,-4.17777,0.964103,-3.06588,-1.96271,-5.71896,-3.39536,-4.26397,-1.60703,-3.87591,4.49784,7.87349,-3.12933,44.6538,11.6211,-4.04038,-2.38651,2.46406,-0.199042,53.8655,-5.15243,24.6316,18.6335,71.8544,22.309,-5.34649,4.5631,7.74149
 7.03043 - 7.05043,36.1653,1.51495,-3.91316,-0.271076,-3.18336,-4.69332,0.33808,-2.28522,-5.23145,-1.16822,-4.44654,-4.33277,-0.470556,-3.24238,4.50481,2.1994,-3.26479,29.7869,-0.967054,-3.11451,-2.18998,1.29201,-1.83035,8.64819,-2.72394,2.54308,-9.2462,14.7327,-7.97352,-10.3968,1.54409,-0.900819
 7.01043 - 7.03043,52.3546,2.29467,0.592584,1.74265,-2.56846,-5.56276,139,-0.360497,4.86685,-0.326598,-2.27802,-4.9612,-3.44476,-2.92609,-7.27111,0.963439,-2.63913,9.0423,-1.16319,-5.50015,-0.485771,0.157083,-0.812529,213.848,-3.56044,-0.714105,-0.700949,-13.6688,-6.99451,-3.99575,-0.109981,-3.02659
 6.99043 - 7.01043,40.8874,0.403442,-0.450091,1.32023,-2.30568,-2.98808,26.3708,-0.302043,11.3901,3.89657,-0.32213,-4.09181,-2.86805,-3.17609,-6.59755,0.954916,-4.67564,-11.9625,-2.35703,-7.22999,-2.86178,-1.65279,-3.0354,133.354,-3.27335,5.1054,0.988011,-16.3909,-5.17775,-4.45668,0.0841556,1.53601
 6.97043 - 6.99043,24.0951,-0.503506,-4.17798,-2.85217,-3.48182,-4.36643,0.441954,-2.46599,9.33074,2.49423,-4.66295,-2.97056,1.37232,-0.735538,-2.46787,3.35917,-4.07128,-29.8225,-4.47656,-6.74946,-2.92052,-3.96946,-1.39309,158.225,-3.89991,0.337086,0.880546,-5.31965,-6.76884,-1.45973,-0.563697,-0.854906
 6.95043 - 6.97043,10.8355,0.115108,-2.33123,-2.06432,-2.51053,-5.87771,-1.98278,-0.610119,-0.554522,-0.541478,-4.84722,-2.43493,4.64224,-2.90144,-2.52209,2.3497,-3.98887,-47.939,-1.94993,-9.67438,-5.88604,-0.707352,-3.87483,16.2604,-5.78751,-2.1035,-0.192639,-3.32897,-5.63663,1.27469,-0.543004,-0.278785
 6.93043 - 6.95043,24.4501,1.62078,-0.438769,1.05867,-2.11796,-6.30628,-2.48937,-2.49425,-5.31685,-5.44486,-9.92514,6.43757,-2.50407,-0.850945,-4.52176,4.35943,-4.48498,-40.0105,-5.77206,-9.49825,-0.636468,-4.56999,1.57014,9.46418,-2.66329,-3.844,-3.3298,-5.92756,-4.14715,-9.48444,-0.788164,-0.834028
 6.91043 - 6.93043,29.7656,3.7357,0.411765,1.24301,-2.22472,-7.08237,-3.3843,-1.25483,-7.63123,-0.708199,-11.5535,10.1817,-2.92649,-2.1154,-3.67102,-0.0475175,-3.18084,-6.39112,-3.30473,-8.62918,-3.94776,2.89479,-2.1008,7.80172,-3.17947,-2.2311,-1.56025,-4.3368,-4.71303,-1.92889,-0.297934,-2.46474
 6.89043 - 6.91043,33.0077,0.603042,-3.57414,0.698587,-2.25566,-3.40056,-3.08343,-0.887491,-3.11374,-7.7472,-17.7178,4.78567,0.750042,-2.89782,-5.66931,-2.8906,-6.23602,24.1429,-1.70245,-9.4822,-6.26761,-3.65212,-1.53311,5.20298,-1.83684,-0.823892,-0.544223,-1.00744,-2.52118,-3.1271,-1.71636,-4.09482
 6.87043 - 6.89043,-2.03298,-4.65271,-5.10012,1.99696,-3.65113,-9.48981,-2.90632,-0.0383721,-6.16313,-4.05635,-8.57272,1.01269,0.313223,2.05635,-3.87999,-7.87451,-5.74813,43.9209,-4.80485,8.73837,-1.1526,-1.00706,-0.42509,2.66046,-3.49451,-0.0311039,-1.26958,-4.90357,-6.00908,-0.946384,-1.54605,-2.89878
 6.85043 - 6.87043,1.60533,-19.1355,-4.94579,5.12068,-3.04436,-8.99187,-1.98048,0.359086,-3.94015,-5.25346,-4.59384,-0.164547,0.886223,64.6589,-3.27556,-15.9366,-5.4162,38.8605,4.56438,8.75288,5.18713,2.0786,8.08484,3.32796,-1.91779,1.53033,-1.82036,1.72465,0.0120392,-3.18821,-1.83012,-1.28401
 6.83043 - 6.85043,9.38398,-16.7438,-2.29906,10.4984,-3.13769,-9.98689,-0.625027,1.16372,-6.29841,-4.78871,-3.07309,5.12473,2.58822,17.5505,3.70467,-12.4125,-1.93579,14.8573,35.6612,16.4457,26.2801,38.2917,10.9873,3.15079,11.5604,6.79143,-1.70292,5.70267,6.59354,-8.31078,-4.89551,0.867571
 6.81043 - 6.83043,5.55335,-13.5618,-3.96236,6.07831,0.284826,-17.7306,-1.07217,2.90457,-4.34471,-0.57115,0.573947,8.26882,1.43513,31.9124,6.36418,-5.94384,2.22428,-10.8008,17.37,12.3851,7.79403,16.5479,6.80679,5.12036,7.29077,3.13999,-1.49176,-4.74592,1.09219,-2.94381,-10.8405,-1.25031
 6.79043 - 6.81043,1.22415,-7.77188,-4.4957,7.00181,-0.421737,-10.5371,-2.9003,2.10338,-4.0413,-2.45501,-1.89045,2.61499,-2.00768,107.656,-0.0628841,-1.16509,0.263421,-30.033,29.8993,12.3755,19.1358,34.9547,3.38506,3.23894,14.4777,5.76995,-0.163489,-3.9282,4.49766,3.12698,-4.25741,-3.18751
 6.77043 - 6.79043,-5.98989,-4.70383,-4.23096,2.90847,-1.83094,-9.69071,-1.8739,4.52607,2.24003,-1.54234,-4.20132,-0.577569,-3.75326,10.0745,-2.19393,-1.63447,-1.72305,-42.8897,33.6203,8.68872,18.1235,34.014,-3.93778,4.53114,-6.25886,1.87775,-1.28044,2.56065,2.67622,-2.20601,-1.65413,-4.02619
 6.75043 - 6.77043,-3.04122,-1.79662,-3.47628,-2.46242,-3.02683,-7.24497,1.94415,-12.8689,-5.90641,-2.16687,-3.00184,0.244807,-4.61185,3.58035,-2.14395,-0.465599,-1.67324,-27.1498,38.6499,11.936,12.0932,31.4086,-1.37042,5.11145,-5.94422,2.45272,-0.709077,-3.13432,0.0188442,1.52659,-0.731565,-3.71233
 6.73043 - 6.75043,2.23099,-3.34561,-3.2046,0.607959,1.02294,-3.21742,-0.391933,-13.5706,0.640692,-5.32532,-1.60293,0.228104,-5.29425,-0.341948,-1.25212,-2.89028,3.59998,-8.80458,15.2279,2.89067,9.04503,12.5867,-7.96288,4.21686,-5.41315,0.908483,-1.91184,-0.513594,-0.559309,-10.7742,-1.75658,-0.52994
 6.71043 - 6.73043,-0.509237,-3.27724,-1.4068,0.270785,1.28555,-5.7261,-4.05106,-9.67928,-0.577305,-3.29407,-2.20944,-1.71278,-4.43803,-4.45622,-2.07059,-3.39653,3.13037,12.0729,2.933,0.753203,-4.46421,-2.72513,-1.17549,3.08146,-4.0065,0.754348,-1.25158,-1.20881,-1.98532,-4.75884,-2.18654,-6.64927
 6.69043 - 6.71043,3.58559,-0.247493,0.413064,2.08999,1.57962,-6.38357,-4.06323,-8.23473,-7.19388,-6.61055,-3.4398,-2.10351,-0.627134,-4.83653,-1.52456,-2.35891,-4.18514,21.1784,3.0105,1.31193,-4.57481,-3.03415,-1.54168,2.08356,-4.51794,0.500679,-2.47978,-1.38514,-1.25595,-1.89898,-1.05201,-4.7926
 6.67043 - 6.69043,1.31204,-2.11863,-2.05943,-0.686464,-1.1946,-3.4696,0.809244,-6.37018,-6.46541,-0.209892,-0.599474,19.4948,10.4064,-0.314613,19.9351,-1.64816,-4.6859,30.2497,-0.911503,1.96863,-7.02586,-4.81023,-0.25284,2.25046,63.4993,1.00338,-6.44552,-3.60252,-3.36512,-11.3206,-3.3435,-0.988283
 6.65043 - 6.67043,3.16053,-1.9418,-2.64377,-0.237949,-3.20338,-6.02098,-1.90388,-2.70148,-4.15842,-0.990756,-0.994972,0.169104,-0.415721,-3.24619,3.97462,-1.7543,-4.77868,18.4023,-1.72872,0.775306,-5.94854,-4.41984,0.423927,1.12695,11.8689,-0.844163,-7.06569,0.195342,-0.855297,-7.99405,-2.19206,-4.44161
 6.63043 - 6.65043,1.90619,-0.901929,-4.60095,0.935089,-0.718687,-4.31939,-1.80988,-4.63298,1.45483,-4.70687,-2.39563,-3.10756,-1.65522,-4.89893,-1.42848,-2.31981,-5.46939,-0.0349307,-2.85434,-1.33804,-6.47964,-5.03148,-6.05179,2.6068,8.33219,0.528177,-8.87469,-2.43499,0.0377695,-11.1754,-1.67978,-3.79742
 6.61043 - 6.63043,-2.12566,-1.96821,-4.48702,-0.379907,-3.00239,-3.67154,-4.29344,-5.22204,2.46768,0.782513,-3.02891,-3.0055,-2.46199,-1.45745,-3.63771,-1.16445,-6.64916,-15.4096,-4.23736,-2.09987,-7.9316,-2.75514,-3.4645,-0.903416,-4.24934,0.591657,-6.60016,-1.81206,0.0200827,-1.50997,-1.06216,-3.94522
 6.59043 - 6.61043,-3.78328,-1.82678,-3.475,-2.09001,-2.08709,-4.7858,-3.2524,-4.41171,-2.48768,1.60958,-2.33049,-3.86302,-4.16186,-4.76118,-3.18282,-0.654243,-3.89793,-28.3393,-0.458036,-5.54887,-6.58824,-3.60459,-4.61842,-1.49482,-6.28294,0.20296,-1.47127,-3.3412,-0.337361,0.108701,-2.2485,-3.97436
 6.57043 - 6.59043,-4.73913,0.119292,-2.35827,0.0902657,-2.15855,-5.19487,-3.31819,-4.14529,-7.89066,-3.47221,-2.97773,-2.74463,-6.59047,-2.28889,-2.91584,-0.537306,-2.03001,-33.5276,-0.577399,-3.08293,-6.04226,-2.73148,-1.00692,-2.26061,-4.50471,-0.112638,-1.04459,-2.01517,0.307205,-8.74954,-3.04289,-4.01231
 6.55043 - 6.57043,-4.56624,0.557442,-5.09102,-2.29531,-1.76829,-6.41922,-4.70697,-4.50755,-6.33678,-4.17907,-5.47422,-0.626745,-5.94084,-2.9872,-3.78191,-0.611193,-5.90442,-22.4999,-2.65396,-3.90986,-7.76625,-3.0413,-10.1025,-0.154967,-4.35749,-0.533905,-3.06844,-2.4525,1.16086,-4.52774,-3.26156,-3.76539
 6.53043 - 6.55043,-8.17442,-0.151201,-9.49759,-1.98852,-1.45803,-8.00204,-2.49103,-5.54635,-3.58764,-4.43329,-3.23149,2.19845,-3.62858,-4.39365,-3.37561,1.24583,-5.46928,3.0786,-1.28913,-4.96698,-7.42248,-2.76294,0.25584,-1.73745,-4.94267,-0.452161,-3.01812,-0.672163,-0.249711,-4.22186,-2.40621,-6.20256
 6.51043 - 6.53043,-4.81686,1.53466,-8.84318,-0.131473,-2.52204,-5.332,-1.60831,-4.10224,-7.25035,-5.46319,-4.77813,2.88191,-4.7979,-3.88897,-4.38376,-0.0576269,-4.23156,13.1168,-3.1201,-3.09285,-9.21964,-1.93705,-5.62347,-1.30869,-5.52542,-1.25442,-4.87154,-4.39663,-1.22602,-3.63903,-0.905951,-6.12738
 6.49043 - 6.51043,-2.86986,-1.08781,-5.09764,-1.04186,-2.34151,-10.4034,-4.48597,-5.86824,-4.25877,-2.54479,-4.42248,3.92206,-0.0597083,-3.97605,-2.46808,-5.54024,-5.02846,14.4192,-3.32227,0.885036,-5.12922,-2.55196,-1.86906,-0.77763,-6.50284,0.135847,-2.97028,-1.8664,-0.769126,4.05885,0.447844,-5.09653
 6.47043 - 6.49043,-3.61445,-5.83281,-6.62724,-0.748319,-1.29636,-11.0523,-6.31462,-3.14699,-7.16507,-1.69274,-1.27541,3.26913,-2.20238,-3.85655,-3.21668,-9.1975,-6.59485,21.4777,-2.28653,2.15575,-6.47403,-2.7183,-4.57949,-2.14794,-5.45072,-0.746204,-6.31095,-1.54682,-0.167937,-5.27503,-0.657702,-6.30639
 6.45043 - 6.47043,-5.54864,-7.98404,-6.40457,-1.02601,-1.97392,-11.2278,1.20422,-1.90376,-3.2556,-4.53579,-1.5442,-1.32626,-2.85338,-1.58924,-1.73885,-14.508,-6.12197,14.8345,-3.83802,7.50547,-7.32886,-1.42018,-4.04509,-1.80222,-5.68532,-0.107905,-5.56156,0.818456,1.05642,-6.78879,-3.2509,-5.98227
 6.43043 - 6.45043,0.361308,-7.48253,-7.69072,-0.515182,-0.674564,-12.1373,7.86672,-0.960324,-3.70662,-3.57274,-2.24432,0.633175,-2.31485,-3.00148,-1.17639,-10.9101,-2.23529,-2.14671,-0.597758,8.84935,4.21958,2.11873,-0.567811,-1.61213,-4.09496,-0.569779,-3.81598,-1.71625,0.106904,2.14615,-2.39076,-6.36212
 6.41043 - 6.43043,6.13545,-5.21248,15.9142,12.4268,4.94843,-5.5601,11.1395,3.73344,46.225,60.181,29.6274,2.508,-1.70031,-2.97625,4.34947,16.1102,22.2075,26.7308,6.74599,9.78798,33.1898,13.8539,-4.40139,-3.60969,1.15039,13.3088,15.9805,12.0907,10.5932,14.3699,4.69637,17.8893
