Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Name,1TT,2TT,3TT,4TT,1PE,2PE,3PE,4PE,1OR,2OR,3OR,1LG,2LG,3LG,4LG,2LE,3LE,4LE,1LA,2LA,3LA,4LA,2GE,3GE,4GE,1EU,2EU,3EU,4EU,2BE,3BE,4BE
Class,TT,TT,TT,TT,PE,PE,PE,PE,OR,OR,OR,LG,LG,LG,LG,LE,LE,LE,LA,LA,LA,LA,GE,GE,GE,EU,EU,EU,EU,BE,BE,BE
 1.69043 - 1.71043,5463.03,1537.8,6194.93,3737.7,851.688,849.822,1992.65,909.396,2345.86,2261.67,1079.94,2275.8,1839.32,5778.51,2024.82,861.924,1111.96,1716.48,1958.34,1032.44,3642.91,2339.33,893.708,1600.42,3039.65,3343.45,2429.85,4268.82,3250.73,1445.22,499.523,1684.24
 1.67043 - 1.69043,14370.9,3419.07,18317.1,9532.64,1452.08,935.922,3392.82,1712.82,2042,1713.07,935.917,12865.6,10301.7,28412.4,10925.2,1197.88,1080.07,2365.94,10301.9,6522.16,20595.9,13122,5371.72,8980.33,30030.4,3562.57,2685.39,4268.61,3321.65,10389.3,964.628,12197.6
 1.65043 - 1.67043,14548.9,2859.27,15540.9,8736.98,1511.9,1420.67,3523.56,2000.34,11387.1,11926.5,7867.09,1287.74,1312.99,3994.38,1770.91,6163.04,7453.12,12582.7,3726.48,1756.44,11160.4,6494.56,1355.09,1957.11,11372.8,7386.57,4933.27,10421.2,7385.25,11142.5,2895.02,14576.2
 1.63043 - 1.65043,8203.36,2300.25,6883.31,4208.58,2932.77,2300.38,5244.94,4362.81,32785.8,32583.5,15961.3,1008.48,1496.65,2186.82,2513.26,10063.6,16018.3,21470,1919.8,1187.12,2973.96,2756.23,1402.7,1111.31,2210.86,5382.27,4035.95,7083.96,6045.74,8444.64,4741.59,13112.3
 1.61043 - 1.63043,4187.53,1933.92,3781.5,3183.12,1581.72,696.793,3182.22,3880.2,2612.94,2514.84,2401.85,3410.25,3598.43,10382.4,5524.97,781.689,1001.01,1528.51,1255.85,963.096,2393.72,3040.49,1656.87,1899.06,3655.83,1876.85,1355.51,3196.05,2854.57,1282.39,2093.23,1570.76
 1.59043 - 1.61043,3798.23,2583.5,2952.14,3323.3,1977.06,859.107,2047.56,4176.63,2158.64,1916.9,2593.26,9531,8441.19,19232.5,10712.6,889.121,916.103,1696.81,9779.47,6678.1,19790.5,14802.2,5557.6,9953.97,30522.5,842.711,1152.15,1079.17,1853.38,9007.82,2645.69,10790.9
 1.57043 - 1.59043,2687.31,1856.15,2234.07,2437.41,1878.82,720.784,2415.51,3276.02,759.015,638.162,1536.76,1926.53,2146.69,4392.37,3248.9,323.685,370.143,571.697,3759.25,2191.33,11739,8143.99,1367.6,2099.72,5021.93,889.998,932.831,1363.69,1705.95,9384.26,1654.39,11165.6
 1.55043 - 1.57043,2651.56,1111.77,2385.5,1631.47,802.029,473.616,763.624,1017.31,506.393,443.158,684.868,441.136,565.039,835.607,998.201,364.282,412.378,355.806,1984.62,1410.25,4053.99,2933.61,1009.94,1227.71,3311.65,1541.53,1064.19,2019.27,1855.45,1633.6,731.718,2237.5
 1.53043 - 1.55043,2488.17,948.988,1890.99,962.534,712.836,634.007,726.954,373.1,1404.21,1359.47,777.601,546.782,424.503,483.614,353.543,860.585,1054.22,903.765,3852.27,2108.32,12173.6,7986.14,811.551,867.896,2213.59,2641.02,1766.25,3584.32,2642.27,11436.8,690.537,12996.5
 1.51043 - 1.53043,1864.92,699.625,1091.64,477.966,761.995,726.185,1453.64,307.897,1794.44,1759.22,926.595,684.962,464.794,375.818,254.538,1118.92,1330.93,1109.04,1519.56,839.002,3544.85,1912.77,812.583,662.551,1334.84,6669.05,3335.22,8433.41,6835.49,2371.5,689.326,2974.11
 1.49043 - 1.51043,1964.63,697.39,1375.15,430.108,793.168,667.364,2022.02,426.82,3192.37,3120.63,1608.44,740.242,473.831,330.703,260.997,1603.97,2078.21,2050.68,1368.97,644.308,2193.69,1226.84,771.624,514.046,786.757,11659.7,6911.27,16178,11318.9,1345.84,673.329,1602.78
 1.47043 - 1.49043,1537.6,613.84,1330.87,342.949,790.101,519.886,2382.89,581.207,3387.33,3323.45,1737.04,745.318,485.069,360.539,340.864,1554.74,2056.32,2191.22,1214.86,574.601,1829.44,1180.74,711.194,451.339,619.567,12548.4,6859.06,16876,12503.6,1253.07,677.688,1569.66
 1.45043 - 1.47043,1114.53,439.119,579.248,165,880.691,482.072,1472.98,805.341,2880.84,2825.81,1521.79,637.812,381.661,294.629,312.131,1357.84,1777.83,1970.71,571.267,424.224,718.113,407.707,636.876,391.27,652.859,1588.11,1428.32,2463.48,1514.73,1105.79,605.09,1357.95
 1.43043 - 1.45043,1038.24,461.021,492.461,248.844,1120.5,589.146,1836.45,1183.86,2954.75,2898.92,1584.51,573.479,384.124,225.81,388.869,1526.47,1735.18,2932.46,506.265,432.973,672.781,384.295,633.494,427.539,508.652,1817.29,1578.96,2532.06,1883.54,1250.19,720.606,1687.8
 1.41043 - 1.43043,905.52,474.611,439.241,192.831,1188.16,679.647,2562.37,1209.51,1283.35,1183.58,665.985,652.724,417.954,262.838,360.18,798.978,861.834,963.37,619.679,644.642,724.996,434.517,808.229,540.15,905.717,2795.23,1761.57,3705.29,2947.81,631.155,458.887,677.301
 1.39043 - 1.41043,910.803,661.022,511.28,174.031,1442.48,1123.58,3180.97,1198.33,1009.84,871.589,490.636,995.344,636.835,419.272,409.99,1161.74,916.664,1514.28,1047.89,921.46,1096.54,606.928,1197.53,893.13,1621.42,5438.81,3450.17,7303.89,5296.76,1021.43,572.075,891.399
 1.37043 - 1.39043,711.957,972.138,377.363,195.806,1751.33,1742.1,2987.64,1090.21,396.849,217.757,227.461,1438.73,966.911,664.067,517.866,1238.91,905.485,218.771,1287.85,1372,665.362,453.613,1764.98,1282.4,2082.58,1246.57,1559.59,1511.67,983.013,891.808,754.071,304.849
 1.35043 - 1.37043,607.316,1636.91,286.9,405.293,2209.83,2614.46,3429.55,1308.27,409.426,183.383,425.405,2051.91,1543.2,865.615,944.648,1926.61,1350.24,129.125,1957.33,2100.01,1032.16,595.019,2587.56,1822.31,2441.17,458.989,1408.85,49.2357,195.835,1137.49,1377.06,206.546
 1.33043 - 1.35043,555.019,3111.31,252.547,1105.24,3236.45,4108.96,1852.7,2228.05,607.947,275.571,1130.35,3098.34,2716.98,1436.6,2107.99,3174.99,2247.42,95.48,2858.5,2870.95,689.662,1409.17,4137.19,2687.62,2237.72,803.918,2196.96,3.83494,640.173,1815.95,2854.59,270.199
 1.31043 - 1.33043,701.023,6292.65,319.31,2900.64,5582.89,7247.95,1555.49,4961.43,1127.75,533.415,2911.58,5318.86,5222.01,3296.48,4712.11,5765.16,4124.81,112.545,5212.14,5110.35,1183.14,3431.7,7324.19,4582.88,1803.62,1571.7,4004.24,69.7803,1698.76,3332.3,6008.22,428.207
 1.29043 - 1.31043,630.833,13143.4,261.058,7212.82,10103.2,12925.4,621.597,11862.1,1469.66,691.75,6926.03,9498.56,10477.7,3392.23,11452.3,10392.8,7554.1,185.867,9327.1,9388.32,1279.35,8015.35,13608.5,8886.7,1497.24,3065.31,7556.46,190.803,4317.29,5924.68,13013.5,470.269
 1.27043 - 1.29043,1023.7,24635.1,445.287,13942.7,18865.7,24544.4,678.368,21824.7,1870.52,801.929,12744.9,17527.7,19358.8,3128.98,20717,19304.1,13937,299.826,23086.8,21646.6,10127.8,22014.5,25437.6,17406.8,3203.38,5941.01,14059,786.34,8337.46,13825.9,24053.6,3440.45
 1.25043 - 1.27043,2842.04,55085.1,1553.64,38297.9,36563.3,42782,975.521,55051.5,3584.67,1215.65,34591.4,34079.5,44497.1,4415.57,53330.3,37445,31582.6,1160.05,33869.8,36928.5,5177.96,37995.1,50332.2,41070.5,1833.94,15591.8,31305.7,4685.48,24582.3,23463.1,56251.5,4078.15
 1.23043 - 1.25043,4584.48,20947.8,3025.97,14181.1,15261.7,17492,6947.63,19573.6,1196.6,227.757,11915.2,14163.9,16046.7,764.761,19418.8,16693.3,11178.9,4850.25,16412.3,14194.4,5637.51,15772.6,19618,14792,620.329,54081.6,37270.5,66127.2,56044.8,10232.4,20227.1,2681.8
 1.21043 - 1.23043,2486.31,15245.5,1098.87,10783.5,9991.58,11040.7,618.186,15446.8,540.002,119.544,9224.68,9401.47,11314.6,468.792,15194.5,10468.3,7000.12,1909.53,9387.33,8896.17,966.797,10240.2,13854.7,10455.5,884.08,7073.91,10326.9,8819.04,10100.3,6219.51,14970.7,1189.69
 1.19043 - 1.21043,1108.97,5985.84,504.234,3495.87,4974.18,5203.7,298.171,3733.76,321.075,93.1004,2995.51,4913.64,4460.75,402.853,3316.02,5071.7,3555.97,189.465,4585.63,4280.37,411.882,3322.12,6600.72,4464.44,1433.5,2209.63,4316.68,798.047,1794.33,2958.97,5558.05,202.043
 1.17043 - 1.19043,2219.01,2778.52,1379.96,1098.28,3262.73,3360.48,388.085,709.464,298.177,108.518,489.613,3155.9,2258.52,331.052,746.469,3364.12,2422.85,192.961,3153.97,2652.59,758.086,675.189,3769.31,2595.38,1769.97,1442.67,2676.99,437.699,489.417,1990.13,2037.84,166.167
 1.15043 - 1.17043,2415.93,2129.03,1433.46,750.531,3284.55,3191.53,1091.52,801.82,271.453,84.8671,264.571,2872.86,1979.12,148.454,389.521,3060.31,2227.25,158.82,2826.94,2407.19,760.927,390.657,3299.04,3840.76,3121.36,1125.88,2268.03,314.26,309.578,1835.42,1541.66,142.955
 1.13043 - 1.15043,961.833,1828.82,553.341,286.235,2992.02,2840.59,825.319,609.376,231.008,78.7885,179.538,2634.1,1786.56,153.036,245.755,2813.97,2038.59,170.65,2467.52,2153.16,411.377,235.879,2987.66,4347.19,4001.2,995.621,2021.68,247.516,242.635,1691.88,1320.68,140.812
 1.11043 - 1.13043,655.652,1586.04,433.671,158.439,3396.43,2819.05,2356.03,1484.87,228.351,67.7386,134.982,2354.28,1555.42,140.98,181.922,2479.47,1802.5,30.4956,2144.1,1873.55,225.788,139.781,2564.45,4182.67,1995.99,710.307,1775.75,61.2466,59.9582,1470.05,1146.5,56.8109
 1.09043 - 1.11043,725.901,1741.68,538.68,195.196,3138.07,2835.71,1269.01,856.947,202.264,46.8622,149.034,2594.95,1677.84,184.213,202.998,2712.05,1929.78,25.6296,2312.64,2014.26,239.568,156.792,2731.56,3299.9,648.915,802.404,1935.46,104.816,127.004,1604.86,1247.13,58.7977
 1.07043 - 1.09043,616.089,1812.8,637.892,200.524,3430.35,3048.05,2277.33,1209.97,187.151,38.5448,164.264,2642,1711.98,163.332,219.705,2754.55,1984.01,26.4966,2384.51,2056.19,168.319,216.718,2815.78,1924.63,265.664,1130.64,2159.21,460.796,433.018,1638.25,1298.22,56.7331
 1.05043 - 1.07043,1825.54,1761.76,1533.88,587.923,2337.98,2117.18,3361.44,528.553,268.712,41.5692,179.394,2256.9,1476.84,343.257,313.997,2258.72,1684.72,89.9893,3050.45,1996.38,1369.18,1237.81,2410,1460.1,172.218,17047.6,11487.5,15807.6,14430,1392.51,1130.09,137.303
 1.03043 - 1.05043,3857.92,1568.26,5432.05,2751.74,1683.75,1294.9,2452.36,783.486,262.724,77.8437,147.212,1403.67,895.355,482.532,237.512,1501.04,1043.15,385.951,1663.02,1106.1,1748.69,1059.58,1494.43,932.642,118.582,10930.2,5380.3,20965.1,12518.8,974.963,729.688,242.639
 1.01043 - 1.03043,8504.52,2083.48,11966.6,6717.48,1970.13,1682.9,8273.33,1957.69,360.226,168.97,202.647,803.464,539.86,584.596,248.341,1870,607.372,3664.11,974.312,570.49,403.445,369.928,840.416,811.605,154.096,1618.11,1711.94,2156.26,1016.73,1681.41,732.54,2160.43
 0.990433 - 1.01043,8393.33,1681.22,11590.8,6339.68,2192.98,2178.21,9134.61,2378.77,191.13,66.5508,163.752,571.435,420.824,579.675,335.809,1468.56,317.033,3468.03,690.642,357.901,639.325,405.072,720.813,684.198,688.818,1009.79,1032.26,1294.88,532.688,1425.68,619.406,2077.85
 0.970433 - 0.990433,2124.98,530.341,2416.19,1106.4,2202.55,1581.31,5768.22,2613.9,227.128,95.4508,114.646,1148.83,758.335,697.965,944.799,348.5,216.035,243.32,453.663,375.844,875.049,390.862,671.899,341.083,716.019,203.135,585.67,275.641,184.595,309.555,342.967,221.318
 0.950433 - 0.970433,6864.8,1806.07,9646.59,4881.39,1750.85,1432.28,3333.4,1826.88,333.466,182.596,190.189,1135.43,768.911,450.515,936.044,476.873,292.332,635.367,2300.75,3941.39,3978.79,580.515,689.078,324.602,361.577,182.559,552.82,143.947,159.95,396.818,299.323,325.925
 0.930433 - 0.950433,10430.1,3138.66,14733.2,8312.09,8078.27,4911.97,14613.7,8700.81,334.042,175.592,234.193,696.161,545.73,552.818,388.556,659.837,435.759,578.087,1505.54,775.451,1933.1,786.169,1372.29,801.832,1721.38,240.346,906.955,121.125,194.106,487.164,447.494,313.006
 0.910433 - 0.930433,5004.14,2950.6,6807.48,4671.37,13278.6,8880.59,24454.6,13213.5,390.383,202.516,447.093,2198.75,1662.08,766.536,936.811,2096.53,1432.02,324.978,3534.05,5028.72,2241.74,861.551,4018.91,3317.55,6034.86,723.885,1955.27,311.032,430.459,1254.31,1327.94,231.882
 0.890433 - 0.910433,4479.7,7874,6528.07,4300.72,15417.2,14728.8,22609,12602.4,972.185,503.175,2704.52,8300.88,7062.8,1380.11,4203.8,8970.64,6538.26,679.105,8046.36,7833.15,2979.09,3000.44,11225.6,7937.94,6943.13,2843.59,6641.8,481.879,1780.73,5161.28,6858.34,437.585
 0.870433 - 0.890433,1829.99,15769,1287.13,5093.75,19733.8,23922.1,4650.43,8172.65,1249.6,464.096,4448.62,17650.7,14716.4,1427.5,6781.93,19268.8,14535.9,585.331,16877,16252.4,823.47,4805.19,21146.7,13107.7,4192.52,6048.68,13405,310.618,2739.11,11083.1,13779.8,384.372
 0.850433 - 0.870433,1602.96,14605.5,547.433,2511.05,22442.2,27111.1,10135.4,6295.68,1058.17,294.413,2301.88,18819.8,14107.7,929.08,3435.06,20803.1,15152,490.342,18133.9,16937.2,2009.31,2683.62,21642.1,12557.9,877.888,6284.26,13871,65.0121,1378.12,12039.6,11859.3,303.742
 0.830433 - 0.850433,2468.9,8893.04,1381.26,1111.42,14712.9,17561.1,8226.15,2442.38,891.695,367.353,552.286,12293.2,8610.16,369.607,678.787,13531.1,9646.66,902.267,13218.4,14079.3,3721.24,735.256,13714.1,7866.45,735.573,5405.75,9552.97,1542.67,1537.48,7866.73,6665.64,503.451
 0.810433 - 0.830433,1254.32,5258.75,493.711,306.669,13500.1,11559.1,10424.3,6632.71,390.895,89.3657,147.803,7410.21,5109.95,249.029,176.473,7816.03,5583.2,130.757,7365.43,6863.99,1053.7,177.057,8178.32,4485.57,198.27,2712.34,5953.53,167.717,210.568,4415.17,3738.72,94.2255
 0.790433 - 0.810433,1513.44,2000.37,478.503,234.048,7859.19,5499.54,8493.26,5560.69,170.831,42.2547,80.1448,2846.75,1933.58,146.002,138.966,2994.92,2133.66,44.0774,2681.41,2446.73,225.621,84.6455,3081.56,1691.8,79.4384,962.208,2351.15,64.2608,88.7893,1687.95,1407.47,39.229
 0.770433 - 0.790433,1023.35,718.311,408.027,166.057,1761.75,1432.4,3522.85,1031.33,96.4544,23.6824,48.4937,1035.64,709.959,103.929,113.389,1043.15,755.052,36.1285,920.702,835.774,130.763,58.6211,1079.31,683.785,80.2718,356.01,796.528,83.8918,78.5906,603.4,511.566,64.9056
 0.750433 - 0.770433,505.642,551.856,213.686,109.204,1030.06,985.723,1318.5,323.943,158.51,83.2169,55.2403,803.351,525.442,132.785,72.1303,849.967,599.303,68.1717,741.764,637.176,129.343,90.0709,846.983,517.333,59.2444,280.207,655.979,60.66,61.7534,484.795,387.741,73.4677
 0.730433 - 0.750433,364.891,357.76,232.624,126.279,571.257,443.749,467.696,144.129,53.4311,19.6908,26.8372,491.534,330.777,159.302,46.9492,565.452,362.981,217.731,447.193,403.523,112.908,46.4972,520.084,349.169,36.8847,193.779,409.769,70.8574,56.5795,353.911,258.421,107.816
 0.710433 - 0.730433,643.234,213.774,519.69,282.53,491.593,409.709,669.594,352.931,65.9162,32.1518,45.3113,291.235,185.935,148.664,101.53,1675.92,201.831,5732.56,215.474,206.877,229.081,54.8321,265.936,214.762,172.004,275.05,419.131,149.586,109.821,1776.84,496.636,2846.38
 0.690433 - 0.710433,222.761,85.8376,232.674,115.705,130.254,-97.2969,244.406,147.087,52.4886,19.1754,31.9215,114.158,59.4754,55.5882,54.2775,158.104,70.1577,340.704,72.7346,67.6112,72.1845,39.6354,94.9477,121.412,76.6722,61.2715,99.4378,56.5087,51.276,150.333,72.3689,211.695
 0.670433 - 0.690433,107.302,97.9765,154.016,94.1777,90.2297,-92.8114,127.233,102.918,106.926,49.7254,58.8683,120.036,70.0262,48.4993,57.0839,120.209,88.4953,86.179,78.606,58.3143,44.0735,54.0503,99.2179,125.518,63.6047,53.8745,101.714,52.3401,59.5138,91.9337,85.2743,97.2981
 0.650433 - 0.670433,79.9256,100.747,183.345,89.8567,111.172,-43.2928,154.666,94.1812,57.9128,39.1655,66.0264,125.115,62.6435,27.9531,62.6996,156.501,101.931,261.541,80.8544,64.4621,57.8461,43.2956,90.5594,108.903,23.8079,50.0657,127.025,37.4488,52.0402,126.586,80.9436,135.763
 0.630433 - 0.650433,133.491,127.798,190.611,88.0963,135.568,42.1387,175.636,85.2562,99.2342,72.3521,67.2847,140.842,78.1164,20.179,50.7981,187.972,127.386,370.841,111.401,96.107,65.0372,39.9253,106.378,113.668,25.1239,66.9391,151.63,30.8432,46.2006,171.449,90.779,173.089
 0.610433 - 0.630433,121.607,89.276,213.199,85.7098,129.975,74.9802,108.228,76.8004,55.6493,35.4064,33.1405,105.684,65.5145,14.8172,25.2402,126.265,91.793,177.589,94.143,97.2534,45.2502,22.3133,84.2351,89.7398,24.3403,58.1189,110.348,31.2801,41.4726,118.304,71.0034,79.1016
 0.590433 - 0.610433,86.6891,65.3394,141.88,77.8403,94.2762,99.2132,90.5227,59.043,37.0299,14.7847,18.9771,66.2651,53.1749,12.6635,19.747,72.1933,56.1487,44.0892,65.5237,60.1084,19.2527,23.274,61.4212,65.6698,18.1313,46.5792,70.9668,34.8424,32.2786,59.7215,51.6476,17.6283
 0.570433 - 0.590433,91.1156,52.0751,124.861,62.1953,93.057,144.578,87.2457,54.5547,36.0457,14.3331,17.6868,54.3787,51.0247,15.1292,22.4484,65.999,45.6381,23.6914,62.2993,61.161,14.4832,16.6876,63.8841,60.276,15.9293,51.9836,52.3422,38.1173,33.7622,41.2288,48.3754,11.8039
 0.550433 - 0.570433,485.943,49.7397,136.473,75.2926,96.5882,171.337,43.3863,35.6346,20.0709,9.29283,16.3379,52.5114,54.2146,14.1845,18.7396,64.7614,45.5696,4.86448,64.4927,62.8802,12.1928,15.3362,67.8338,54.4107,19.2122,54.2521,46.8212,38.7249,30.649,44.1971,51.0285,9.77545
 0.530433 - 0.550433,95.4352,44.0879,97.4032,50.4694,98.3918,173.584,44.2249,37.2635,32.7906,11.6744,16.5416,49.8859,54.2335,19.1764,18.3733,60.6873,41.0931,-0.0425397,63.9967,64.2907,8.9842,15.5968,65.6744,51.5059,20.6473,50.5758,43.6793,32.6343,29.2948,28.4555,47.9729,9.93162
 0.510433 - 0.530433,34.912,42.2244,71.5838,50.7171,95.0667,159.393,44.5243,33.5929,10.2423,2.91937,11.8766,40.6929,47.6591,14.4524,18.9489,56.5587,33.9284,14.4157,59.807,62.7821,9.48308,16.6602,54.9341,49.4873,19.9519,50.6925,42.0009,34.2269,26.7427,38.1839,45.0826,15.6256
 0.490433 - 0.510433,23.4427,40.8791,50.2795,39.8042,83.6309,153.887,45.0493,30.6586,14.8444,2.45451,10.8091,34.1449,42.3872,16.3107,14.6231,46.6195,34.7297,19.4204,49.8528,58.611,10.2354,17.654,48.6776,46.9104,17.8588,46.7982,36.3982,24.5268,32.7841,28.5114,40.0496,17.9185
